Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age,target
-1.3055308833424257,0.7363816759325729,1.009352073227585,-0.39511949719503714,0.12778737356773653,-0.31626539180989477,-0.3120790352364981,-0.28031212091445923,0.32118303731690184
0.3644720330295613,1.004161149965499,-0.8653749823570251,-0.366508652744862,0.5260789401302469,-0.4003395301920171,-0.21342332129379885,-0.28031212091445923,0.6469511908375231
0.560369582396979,-0.8364706635475159,-0.8653749823570251,0.7816277091905072,-1.0196404457092285,-0.06141703457847818,0.10121482817180472,1.0742336782976747,0.4834522392616455
0.9764855953798762,-0.8364706635475159,-0.8653749823570251,0.4862021568653251,-1.0196404457092285,-0.11778823160083263,0.020723742391744637,-0.5285492143975271,0.2723609437650423
1.10402427101226,-0.5949075983352766,1.035775266990992,-1.2250972248707548,0.9807943614687775,-0.489883868216408,0.5369890259580375,-0.6740691723875497,0.21635335684013585
-1.0584314041445084,-0.8364706635475159,1.7823178091956122,-0.6471360074463985,0.8838290371017853,1.1203264365348535,0.01349019777108661,-0.28031212091445923,0.29633602806152487
0.25302090032470986,-0.8364706635475159,-0.8653749823570251,0.6668304031757675,-1.0196404457092285,-0.40373625566859217,0.8251466905639413,-0.6727584600448608,0.09309571857772335
-0.61839534883855,-0.8364706635475159,0.9939624637322418,0.32848067959595695,-0.06045550292480721,0.9825678927997121,-0.018445212710349934,-0.28031212091445923,0.35076710265273103
-1.2391121857037184,0.8274315633009683,1.060209907540835,0.06601822478739536,0.9709070415834233,-0.09764428090907006,-0.9404286998213129,-0.28031212091445923,0.3505960923173119
1.026331894081446,-0.6819158855719993,1.1878885796677268,-1.0533387633380413,0.8569970178607008,-1.1054932708938212,0.15240070564819289,-0.5179608638806823,0.6465326728859017
-0.7390603365216722,-0.8364706635475159,0.6411153777566097,0.5071671766095549,-0.5580254729350669,-0.2453084336038064,1.2345380464904367,-0.28031212091445923,0.28132759415001124
-0.9871912356802065,-0.8364706635475159,1.3748136612455237,0.1438070737112682,0.2865615488104027,0.9905923025228159,-0.3425242950231281,-0.28031212091445923,0.1069171630272455
-0.6507056981357517,0.31802158457709856,0.7739459754767746,-0.6648602883335819,0.4437301124813808,1.1081033697830076,0.17504242907974493,-0.28031212091445923,0.5930992648020845
0.33388450736487035,-0.8364706635475159,-0.8653749823570251,0.465319961309433,-1.0196404457092285,0.4139998319823405,0.7376249429820902,3.047910232848352,0.4090283898441987
-0.3528862610755475,-0.8364706635475159,-0.8653749823570251,0.465319961309433,-1.0196404457092285,0.41933228384201476,0.9821991443558622,-0.28031212091445923,0.2832433884032823
-0.7410957275271324,1.071607354274485,-0.8653749823570251,0.7656271845423261,-1.0196404457092285,-0.36075838215087463,0.09835349663748694,-0.28031212091445923,0.3592894553918985
-0.602073185040471,-0.8364706635475159,0.6681610720991775,0.49649439247004024,-0.13511193809861943,-0.4195413042282186,1.0454051277510437,-0.28031212091445923,0.30641502624019984
-1.1244500283741408,-0.8364706635475159,1.0837781113724687,-0.9673120080818054,0.9643404966352924,0.8470134977591789,0.8410047862656469,-0.28031212091445923,0.19596354028615892
0.5865453652498377,1.2438414342106716,-0.8653749823570251,-0.8961330242537866,0.4118689134700163,-0.5548389937134267,0.09916868198989125,-0.6727584600448608,0.25142630723351045
2.218179479143662,-0.8364706635475159,-0.8653749823570251,0.465319961309433,-1.0196404457092285,1.78380874310498,-2.006697793559232,-0.6227294456085196,0.3689029290470299
0.6226983371877832,-0.8364706635475159,-0.8653749823570251,0.44620312667233714,-1.0196404457092285,0.4219790133977151,0.373432221994486,-0.609967052936554,0.14797901082737183
-1.273354452797469,1.2910981663865886,1.0798997360502307,0.1677892890596112,0.5400290299427633,-1.5168195351731184,-0.3413678743049243,-0.28031212091445923,0.38121520490603533
-0.8715812346337327,0.3104059772227395,1.0250104592746276,-0.25782241032623676,0.33807345947599726,1.0123142709090718,0.008299343321728402,0.8418025698482783,0.6995506644373115
0.36461405402511315,1.169959868268675,-0.8653749823570251,2.1229381528828597,-1.0196404457092285,-0.5738745229791953,-2.2252454605962115,0.15922778844833374,0.40730463662590843
-0.8901843951874875,0.34216585955926054,0.9899638713258689,-0.6592403186169383,0.3818237008987103,0.8762929675249919,0.08465334473726098,0.26650473637138267,0.6621129171415955
0.2253193017416271,1.2154625744952656,-0.8653749823570251,2.30275714715548,-1.0196404457092285,-0.6165833494126975,-2.225245952606201,-0.609967052936554,0.4267962800412417
2.5037331129274953,-0.8364706635475159,-0.8653749823570251,0.17094894517357923,-1.0196404457092285,1.9704845939107036,-2.059147766394391,0.6405641047401686,0.6922851857691887
-0.35465747051641977,-0.8364706635475159,1.684376374654932,-1.7325985396275343,1.236519745624662,1.0277381485375086,0.1940940535510198,-0.28031212091445923,0.7047202283563083
-0.46291683311429416,-0.8364706635475159,0.9200192556030107,-1.158367050096777,0.9362442980632357,0.8105253580745863,0.9220971335474547,-0.28031212091445923,0.5024005389511254
0.7147495759183295,0.679889102655549,-0.8653749823570251,-0.8644188699393097,0.6673776277053174,1.3336649425269682,-1.5711704084078126,-0.28031212091445923,0.6951172720725693
-0.19955073498089085,-0.8364706635475159,0.9972284030703485,0.465319961309433,-0.16676866785309336,0.9788177227276865,-0.5396156752609123,-0.609967052936554,0.22621800289894808
-1.2050748313022914,-0.8364706635475159,1.1566872655077758,0.19007078323125523,0.5816834336634402,1.0077355322682167,-0.2293157516531115,-0.28031212091445923,0.1588647354105734
0.14102403216146087,-0.8364706635475159,-0.8653749823570251,0.31791433351785403,-1.0196404457092285,0.6236863738193552,0.9707986687618043,-0.6727584600448608,0.09813715974399809
-1.2390420098716184,-0.8364706635475159,1.2251307621565666,0.5610287994491292,0.34181475070545353,-1.4686685684992846,1.3990930318195,-0.28031212091445923,0.09954497171338565
0.02736513117019186,-0.8364706635475159,-0.8653749823570251,0.18073536635641754,-1.0196404457092285,1.8353923380165829,0.11037246280712228,-0.609967052936554,0.14084572374627818
-1.1914493081188329,-0.8364706635475159,0.9707740818234559,-0.41959544303193985,0.37601757473679337,-0.09571019473442952,1.4477230528399534,-0.28031212091445923,0.16586013837459992
0.12577600605698988,-0.19691855676474354,-0.8653749823570251,0.49485521411794336,-1.0196404457092285,-0.5135016749190907,0.2617715762163973,4.031868901293193,0.6284138293122937
-0.9685462650093022,-0.8364706635475159,1.147219340235543,-0.5601903555210935,0.29037953577508147,1.3131517938545216,0.08106231123382793,0.15922778844833374,0.3077372821413036
-0.083906194419066,-0.8364706635475159,0.7583629385977158,2.0223041566695064,0.35662090335023133,-0.45060929231416363,-0.27798591636626974,-0.28031212091445923,0.3154746169420375
