year,month,day,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,target
-1.638538122177124,-0.44170668721199036,-0.791060320461688,-1.3942667560289628,-1.197833136949827,-1.4781834507304816,-1.0581995359680427,-0.9740822071521361,-0.996527216333884,-1.3849902285388034,-0.9414987376931837,-1.0550589388443081,-1.1310281369986406,-0.39400960559068166,0.12931368411170058
-0.09643979370594025,0.1382373422384262,1.7354490756988525,-1.6486879765082831,-1.670075771567949,-1.097188628212685,-0.845009430025998,-1.3638354857012587,-1.3910953784633053,-1.3643009780864426,-0.9072056604246793,-1.4330527786784908,-0.986530267510826,-1.0864773823778848,0.1774390782867908
-0.28920209407806396,-1.6015946865081787,-1.1616196579573534,-0.42760297254238416,0.46245147085771765,-0.9726430001576547,-0.4178915178333931,0.2667968179742847,0.12470707065426116,-0.8046820532012846,-0.18407834682781843,-0.5062946349207872,-0.16971193777312585,-0.6634720742753304,0.3538506141793616
-0.09643979370594025,-1.0216506719589233,0.8263236880302429,-1.204192452466143,-1.1323013903451427,-1.0471287605440407,-1.3779730181425236,-1.26610109459174,-1.7868479489769082,-1.3934671455534393,-1.7818779604845485,-1.648417868381277,-1.4431248033849762,-1.794233932820575,0.07898089427423212
-0.09643979370594025,-0.7316786646842957,-0.3756827342357377,-0.4489504460191288,-0.5849603296535304,0.948065760350389,-0.06621123643896096,-0.6254377295426573,-0.2982414360204234,-0.39259709909265095,-0.8350707178328753,-0.44629469091085766,-1.217798238761977,-1.0244703155645627,0.13353947129228658
1.445658564567566,1.588097333908081,0.8263236880302429,0.2139694458644611,-0.7645943963000794,1.7992546841105725,-0.33420740152939293,-0.994514842212315,0.25563953329245315,0.3157577168305648,-0.14870923401270203,-0.10684225321851398,-0.2120632326559155,-1.007439006436684,0.35800376695277836
-0.674726665019989,-1.6015946865081787,-0.9646868163714073,0.675167178496014,-0.024563454476497132,0.11719858245532752,0.938366328637191,0.012492697071588581,-0.5345949676559743,0.7023618801752087,0.004283129369885929,0.5362408379123628,0.32478427061406284,0.11723188516591311,0.4689481357199471
-1.2530136108398438,0.1382373422384262,1.5081677436828613,0.5241521934740001,0.4203323281470894,0.33091492977161685,0.8755082828475268,0.782498121285901,0.8304741767976699,0.7170780849163538,0.26713969568014523,0.2883810365657486,0.5209804400936497,0.04278924416825363,0.30861054366522644
-0.674726665019989,0.7181813716888428,0.6343543955880713,0.22243713133405046,0.3437748464430861,0.22090789181899353,-0.4415289321560944,0.32432117734940136,0.469534410244188,0.3586371463471955,0.7790235261532577,0.5744791093860933,0.548276886461024,0.993890904347272,0.46919272429685066
0.4818471074104309,1.0081533193588257,0.8263236880302429,0.5771054059225516,-0.7252187774057524,0.027596472510445204,0.1280566337498022,-0.8681048702012004,-0.019170139655685776,-0.3184147371623469,-0.6769361846960957,-0.061299698322930106,0.10389779377438446,-1.1311757666272775,0.4282262434833007
-0.8674889802932739,-1.6015946865081787,-0.9250469724729244,1.2068846723623576,2.4598093426257663,1.0267480775622344,1.1345997935884589,1.7595753449130422,1.3937469778339477,1.2032619611097926,1.7172936545786701,0.09950068040370384,0.9065100547456714,1.2162558060726472,0.3213182019143164
-0.4819643795490265,-0.44170668721199036,-0.651005208492279,-0.6723645353765026,-1.123738006263264,-0.5743068595673081,-0.44353154928052574,-0.8631509849912765,-0.5225979908224659,-0.7670446323563145,-1.3482925096620908,-0.8399918993724106,-1.3261773672132189,-1.0695843265038842,0.07535640191232025
1.060133934020996,0.7181813716888428,0.3206923793948493,-1.0878000157116383,-0.7323416945957311,-1.2329904680290267,-0.9782999935875489,-0.5562868305802408,-0.8337853987582411,-1.3463368302052943,-0.6845216343720374,-0.956150506779095,-1.3133688740191605,-0.42580305877285407,0.09756237755192232
-1.060251235961914,-0.44170668721199036,1.5979558787236092,0.8078065401623952,0.8477432109866258,1.792859522569122,2.035217224469043,1.1048732367672236,1.6302836792523858,1.1088824538901703,1.6831712450730387,0.6387595900661176,1.4160127752156664,1.540390433037804,0.37755919852510145
1.638420820236206,-0.7316786646842957,-0.19644245505332947,0.3574031179342413,1.2016493232058825,1.494090224008851,0.46638375484843353,0.7074835345789708,1.070128504627752,1.0139195342688985,1.2198278650043906,1.1432936495459995,0.7726399382591572,0.6072805530581884,0.4562667576679732
0.289084792137146,1.588097333908081,-1.1055679321289062,-0.5557794842874548,-1.6342492265802204,-0.47153779632663567,-1.1841319552694438,-1.936949604286232,-1.6191254497433831,-0.17576298544640262,-1.8198764321524918,-0.8955726792331057,-0.8496607928160193,-1.429387937227317,0.4136574873827997
-1.060251235961914,1.2981253862380981,1.5364983555552612,-1.6432249908053593,-1.2502258305588922,-1.2861802508441176,-1.6861966561787551,-0.965413508026026,-1.28473718875463,-0.9560454867898944,-0.7964116828077628,-1.271918619918205,-0.9578085743683183,-0.5798480495444098,0.3517913185758538
-1.638538122177124,-0.44170668721199036,0.9399643540382385,-0.4832172428324283,-0.8235204412383977,0.3499708043980461,-0.42721611484934596,-1.051445158007623,-0.9222464333072243,-0.3571605007413192,-0.7779642521749577,-0.4690215495489098,-0.31701023241430765,-1.1590516944776355,0.20371448450433816
1.060133934020996,-1.6015946865081787,-0.08280177414417267,-0.5668064686353403,-1.0606876396287952,0.5967447309294021,-1.3112575256305632,-1.1514530893529877,-0.9236505708801243,-0.9371294055534478,-0.526985276478048,-0.7567551689142835,-0.6977302644814753,-0.48669877341909584,0.23197689176273487
-0.674726665019989,1.0081533193588257,-1.4400882441912597,-1.3462574251871515,-1.0863386016345782,-1.005272353243793,-1.199204744864558,-1.3823407367130072,-1.3491111299016356,-0.981462534398064,-1.6208477052802375,-1.644857048378239,-1.3615351498714034,-1.4395500308029596,0.18018122900782926
1.2528963088989258,-0.34584769702483625,-1.2192085981369019,-0.0005722358538464666,-0.45951224283860836,-0.5770382968277997,-0.28783195036382003,-0.31953258748829394,0.06297333146815093,0.02337159847849936,-0.5639128063818527,0.11064872044906497,-0.5365071259792227,-0.6808148384033251,0.2979480750663482
