fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,target
1.9402545786336942,-0.7974557876586914,1.6187311834952536,-0.8554255366325378,0.07420477035139689,-0.29381070425373784,-1.2070771062092798,0.6204821039238604,-0.34066691994667053,1.3295897221791535,-0.37881800532341003,0.3333333432674408
0.5812281032992929,-0.9757634997367859,-0.05790869891643524,-0.8776466846466064,-0.1811108682069081,-1.32173586005792,-1.6581101735453492,-0.8553181886672974,-0.2159694880247116,-0.6905476450920105,0.539467955074749,0.41116248272770917
-0.6179829239845276,-0.4408404231071472,-1.0673186555682659,0.5507176933375885,-0.2360319048166275,0.7976256228899646,0.8222420614559115,0.26519583641411365,-0.34066691994667053,-0.42341551184654236,-1.0534383058547974,0.3333333432674408
-0.6088531232769376,-0.8568916916847229,0.07799530029296875,0.5325467669531807,-0.37901194699438584,2.107526422498869,0.5622993796573116,0.18664178811157278,-0.35336638628417083,0.17763182520866394,-0.37881800532341003,0.6666666865348816
-0.6179829239845276,1.8658570818547038,-2.1644208431243896,-0.6776565313339233,-0.028737413399703912,-0.9111595134415985,-1.5546743540953027,-1.0348588880130132,1.0823850756944589,-0.2898494303226471,1.9128773631875498,0.5
-0.16331779956817627,0.804586111743489,-0.2617647051811218,0.2454368797965245,-0.7705361075557315,-0.055926267710700556,-0.048565235343584715,-1.0931641412075526,0.0957741066813469,-0.3566324710845947,1.5607155561447144,0.9160488302694665
-0.9210929870605469,-1.2425748590539516,-0.5335727334022522,-0.3019826885780176,-0.7786058187484741,-1.0127942562103271,-0.7257744624032554,-0.24837840504260178,1.1557023525238037,-0.6905476450920105,-0.8064583050039609,0.5
0.5186799168586731,-0.6191481351852417,-0.040551336382051974,0.696723912818105,-0.34454667568206787,1.2853729418711626,0.5940754093640016,0.3695418278753238,-0.34066691994667053,0.04406575486063957,-0.2944904565811157,0.3333333432674408
1.1480971589786653,-0.7974557876586914,0.5536593198776245,2.4601457721730124,-0.25287115286752915,0.6616541811602572,1.1065958928287922,2.0011803940571053,-0.4030156433582306,1.3944658400538545,-0.37881800532341003,0.5
-0.39065036177635193,-1.094635248184204,-0.27810586487137373,1.1133877749376442,-0.3324957870099019,0.11063144356012344,0.0657603010625702,-0.054472922662884025,0.20794585358981021,-0.890896737575531,0.3801299035549164,0.5
