X1,X2,X3,X4,X5,X6,X7,X8,Y1,target
2.041776657104492,-1.785874843597412,-0.5619514584541321,-1.4700766801834106,1.0,-1.341640830039978,0.06796675774460706,-1.1749045856559726,0.4398496235653294,0.5122232189682716
0.8501317338944774,-0.9141873064954542,-0.554310434237814,-0.655880331993103,1.0,-1.341640830039978,1.2440491914749146,-0.5242105722427368,1.0195975465927591,0.6414547329097219
-0.039416540414094925,-0.11596590280532837,2.2478058338165283,-1.198677897453308,1.0,0.4472135901451111,1.2440491914749146,1.4113361835479736,1.6619308997377558,0.7646137279698081
-1.0352288546192085,1.1052267162409497,0.0,0.9725122451782227,-1.0,-0.4472135901451111,0.11736313253641129,-1.1693928241729736,-0.8102054183143077,0.1518037664779299
-1.0044886689751635,1.0280777506085945,0.0,0.9725122451782227,-1.0,-0.4472135901451111,0.11736313253641129,1.4113361835479736,-0.8965221894717695,0.13933663147363817
-0.7016143798828125,0.7189885973930359,-0.5619514584541321,0.9725122451782227,-1.0,1.341640830039978,-0.1757925994910079,-0.5242105722427368,-1.0108301585009105,0.12379009028936089
-0.226341875977878,0.1485595753385653,-1.685854434967041,0.9725122451782227,-1.0,-1.341640830039978,0.11736313253641129,-0.5242105722427368,-1.0713746703497156,0.09176938606640443
0.5292676055308495,-0.6726022362709045,-0.0013383119766982032,-0.655880331993103,1.0,-0.4472135901451111,-1.7604470252990723,-1.8145751953125,-0.540884652868795,0.3862027241965048
2.041776657104492,-1.785874843597412,-0.5619514584541321,-1.4700766801834106,1.0,-1.341640830039978,1.2440491914749146,-1.1693928241729736,0.9894918357680619,0.6008601612233939
0.5281816124916077,-0.6527179000075799,0.4376569592099799,-0.655880331993103,1.0,-0.4472135901451111,0.11736313253641129,0.48532150582256245,1.268178539187617,0.7665473217975137
-0.7016143798828125,0.7189885973930359,-0.5619514584541321,0.9725122451782227,-1.0,0.4472135901451111,1.2440491914749146,-0.5242105722427368,-0.7667078019918376,0.18067134282708114
-0.039416540414094925,-0.11596590280532837,2.1952749677435164,-1.1645721383170147,1.0,1.341640830039978,-1.0093228816986084,0.1209716722369194,0.9921591098524383,0.6341847372812204
0.6540987686180647,-0.8387549956552156,-0.4847223654536289,-0.655880331993103,1.0,-1.341640830039978,0.11736313253641129,0.1209716722369194,0.5769958297425732,0.5742401553197157
-0.039416540414094925,-0.11596590280532837,2.2478058338165283,-1.198677897453308,1.0,0.4472135901451111,1.2440491914749146,-0.6415495743833827,1.6596486828311465,0.7759005454890557
1.119731436234545,-1.0468466230441265,-0.5619514584541321,-0.655880331993103,1.0,-0.3469431984423482,-0.3516361186716074,-0.8310937137108119,0.6808583180712233,0.5039703531705855
0.5281816124916077,-0.6726022362709045,0.0,-0.655880331993103,1.0,-1.341640830039978,1.2440491914749146,0.7661539316177368,0.7392080401934015,0.5629547458071356
-0.039416540414094925,-0.11596590280532837,2.2478058338165283,-1.198677897453308,1.0,0.4472135901451111,1.2440491914749146,1.4113361835479736,1.697023861831092,0.7484144049404177
