X1,X2,X3,X4,X5,X6,X7,X8,Y1,target
0.15831510397841234,-0.3836718903672237,0.5619514584541321,-0.655880331993103,1.0,-1.341640830039978,-1.0093228816986084,-0.5242105722427368,1.3987581820725787,0.8825723424699756
-0.21959758539574484,0.10135601554299295,-1.685854434967041,0.9725122451782227,-1.0,-0.4472135901451111,0.11736313253641129,1.4113361835479736,-0.9994355026287574,0.11210585411438594
2.041776657104492,-1.785874843597412,-0.5619514584541321,-1.4700766801834106,1.0,-1.0933239883564427,-1.0093228816986084,1.4113361835479736,0.420705001714307,0.4233944305047116
0.8175185441238316,-0.8534959592428394,-0.5619514584541321,-0.655880331993103,1.0,-0.4472135901451111,1.2440491914749146,0.1209716722369194,1.0204812838463342,0.6358155103385476
-0.3270508849007612,0.14066825223930196,-1.685854434967041,0.9725122451782227,-1.0,-0.4472135901451111,0.11736313253641129,-0.5242105722427368,-0.9907669625856881,0.11729238478161957
0.21369221033932528,-0.3960170937487062,0.5619514584541321,-0.655880331993103,1.0,-1.341640830039978,1.2440491914749146,0.1209716722369194,2.0097713645962214,0.7761778444639444
2.041776657104492,-1.785874843597412,-0.5619514584541321,-1.4700766801834106,1.0,1.341640830039978,-1.0093228816986084,1.4113361835479736,0.11821499214972361,0.4383524478139439
1.2955029351883764,-1.229238510131836,0.0,-1.198677897453308,1.0,1.341640830039978,1.2440491914749146,-0.5242105722427368,1.351739077945215,0.6624293303188517
-0.2875300013646524,0.10457956737115012,-1.685854434967041,0.9725122451782227,-1.0,1.341640830039978,0.11736313253641129,1.4113361835479736,-1.0199957679287686,0.10065543429991387
-0.19207143679928163,0.20274690807444729,-1.685854434967041,0.9725122451782227,-1.0,1.341640830039978,1.2440491914749146,0.1209716722369194,-0.8003784478919118,0.1778962246718537
-1.1746128797531128,1.2756248712539673,0.5619514584541321,0.9725122451782227,-1.0,1.341640830039978,1.2440491914749146,1.4113361835479736,-0.4012663967822161,0.2997020456487648
