lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap,target
-0.36662593483924866,-0.4384825825691223,0.07319763000166597,-0.4858170610905207,-0.4194175631705021,-0.43743637204170227,-0.22869661450386047,-0.7368725002004783,-0.5356541317045365,-0.1322682946920395,-0.507563360678488,-0.7276770608860175,0.9292929172515869
-0.32913804054260254,-0.4384825825691223,0.1392765505225269,-0.6385895869312213,-0.31868469662679116,-0.6794360876083374,-0.4973004162311554,-0.7908272362951058,-0.2541513094247695,-0.1322682946920395,-0.5924697515762207,-0.5853960917050808,0.9090909361839294
0.8952104787485765,2.4270854777453854,0.2565324409443412,-0.14653613846931085,-0.24526068992339117,-0.27610325813293457,-0.30583221747960015,0.3253611247078135,-0.3194522595157865,-0.12798022438172374,-0.5892510713512357,-0.7760610970352761,0.8585858345031738
-0.007337585598391986,-0.2847257461189918,0.6768916794017903,0.09109132977380409,0.009389101026742189,2.8817601190798765,4.759094878630512,-0.21874275213160674,-0.4500840983458933,-0.14817483723163605,-0.6308062266210285,-0.4800495905350006,0.7272727489471436
-0.3103940784931183,-0.371570348739624,-0.5969072143127746,-0.42490473068507,-0.29481135239608974,-0.59876948595047,-0.4589284360408783,-0.18120269334362918,1.0260139495637266,-0.12895397427762934,-0.4684583007669843,-0.6390330208864688,0.9191918969154358
0.11490615225297018,0.7485296836965984,-0.7671579909980218,-0.23228384762284737,-0.6775759197012657,-0.6794360876083374,-0.4973004162311554,0.25339430328527557,-0.523831840382409,-0.14817483723163605,-0.640397535406305,-0.7580815299248495,0.9503564326512975
0.19237593668796396,0.8941489333693865,0.6904907960328092,-0.23131579114385936,0.08114195281240799,-0.034103602170944214,-0.11358069628477097,-0.49115993381649675,0.7751790059267397,-0.11994875876736916,-0.586460310311112,-0.007453349663489218,0.8888888955116272
-0.14169850945472717,-0.23774589598178864,1.3969931219998892,-0.06563146046685288,0.06722932855115403,-0.5181029438972473,-0.11358069628477097,-0.2648618962821929,-0.3555056398674416,-0.1322682946920395,-0.53067251057021,0.48281286263695666,0.8585858345031738
-0.12295455485582352,-0.3381142318248749,-0.6204867968838953,-0.24745666881684447,-0.3732878508073914,-0.034103602170944214,-0.11358069628477097,0.3277775541888024,-0.5830025482808233,-0.1322682946920395,-0.6382181084787152,-0.7021213877857214,0.9090909361839294
0.057115786872152526,0.18478362396923534,-0.008664304353559723,0.6054467738191618,-0.0052874574427532375,-0.27610325813293457,-0.3821845054626465,1.0982664726477693,2.180697375734236,-0.10706287339631163,-0.6450137993235655,-0.5718980108361278,0.9090909361839294
-0.0854666531085968,-0.2712019979953766,0.879279746227408,-0.1806839431256293,-0.011809550211573452,-0.3567698299884796,-0.22869661450386047,-0.36991285015814135,-0.17224879323136974,-0.12749633193016052,-0.578521368488897,-0.6239560013118008,0.868686854839325
0.19513671270038302,-0.09728601437057148,1.9183435812501826,-0.5818763109243867,-0.2240692777432533,0.12722955644130707,0.25154492457477684,-0.7171681847524278,-0.398068031278481,-0.14340287446975708,-0.6428147068158073,0.5217691295667584,0.8076951614072571
-0.2166743129491806,-0.4384825825691223,-0.1406374711285576,-0.43101843543523616,-0.3078329845398405,0.2078961431980133,0.07827915996313095,-0.574933881689827,-0.4279907195156615,-0.14817483723163605,-0.5724110265067858,-0.5767183528085928,0.8888888955116272
-0.32913804054260254,-0.4384825825691223,-0.762526142593618,-0.6864231868423321,-0.29804244206993424,-0.19543671607971191,-0.19058343687926246,-0.7364602416759851,-0.4800864351886111,-0.14022156596183777,-0.5900641797195377,0.9847903692529654,0.8787878751754761
-0.23541827499866486,-0.4384825825691223,1.8827639482605352,3.4044895705742872,2.460451743250673,0.7701077570290321,0.26988651494411053,0.9200713548959818,0.5570406925361693,-0.14817483723163605,-0.5513303611718268,-0.6885634620563575,0.7777777910232544
-0.17918641865253448,-0.40502646565437317,0.3662488132089924,0.45954478888565603,0.19234632306520302,-0.3567698299884796,0.03990717604756355,0.06479087710238882,-0.06812816900080328,-0.12590567767620087,-0.6424934053336273,-0.5152010969143873,0.8484848737716675
-0.3478819727897644,-0.4384825825691223,0.0845490394199383,-0.5353083534569332,-0.4011562076235889,-0.5181029438972473,-0.4205564558506012,-0.6183921059052284,-0.5226052278858772,-0.1322682946920395,-0.6203598005414911,-0.650194920303693,0.9292929172515869
-0.028193399151927527,0.5130039421795646,-1.0088056259171394,-0.619701336653868,-0.501590110673168,-0.19543671607971191,-0.32437027126092866,-0.4559839647889824,-0.3597504525585767,-0.14817483723163605,2.3191494443000167,1.28454957415076,0.9191918969154358
-0.3478819727897644,-0.4384825825691223,-0.5089474807178233,-0.7668864912039899,-0.5027734400710879,-0.6794360876083374,-0.4973004162311554,-0.2697283989231567,0.7705135945971736,-0.14022156596183777,0.7110450631877259,0.951698039721081,0.9696969985961914
-0.3103940784931183,-0.40502646565437317,-1.2033151278103966,-0.8372063749258241,-0.8208463266215887,-0.5181029438972473,-0.4205564558506012,-0.5671356738148007,-0.5836619748080798,-0.14817483723163605,2.3226202117598604,1.2703029376997603,0.9595959782600403
-0.0854666531085968,-0.16575706507018925,-0.576377080998019,-0.4837644620118594,-0.5105122041321646,-0.43743637204170227,-0.4205564558506012,-0.709096772017703,-0.4804065745145717,-0.14181222021579742,-0.41980485031346365,-3.147243819299728,0.9292929172515869
0.33306248971058416,1.4047689568561064,0.15652678814258647,0.034273292775160204,0.20552835354653123,-0.6794360876083374,-0.4973004162311554,-0.7934601982120129,-0.6208474325283414,-0.1386309117078781,-0.5330977213509785,0.6114340252399694,0.9191918969154358
0.7904670600618867,1.7227487959070689,0.15028073611332907,0.06446764657206606,0.0383350761445314,0.04656297713518143,-0.11358069628477097,0.3032126049715916,-0.33386960937614246,-0.14499352872371674,-0.20978509580522595,-0.8364813621675459,0.8484848737716675
-0.36662593483924866,-0.4384825825691223,-1.2359069445289863,-0.9303791889865781,-0.8312381809185606,-0.6794360876083374,-0.4973004162311554,-0.7934831189581226,-0.5023521540533155,-0.14022156596183777,2.432401228669772,1.263133248812923,0.9898989796638489
-0.3478819727897644,-0.4384825825691223,-0.9298667505776818,-0.8281017085870901,-0.7383893844293675,-0.3567698299884796,-0.2907590326637986,-0.6899062177231522,-0.4886556639945283,-0.13704025745391846,-0.6122680201059967,0.9379122748408286,0.747474730014801
-0.3478819727897644,-0.40502646565437317,-1.24737036052958,-0.9866133302231127,-0.8104872703552246,-0.6794360876083374,-0.4973004162311554,-0.7996293549552468,-0.4996241662642932,-0.14817483723163605,2.1800638076735135,1.2732862472202653,0.9797979593276978
-0.2166743129491806,-0.17083366215229034,-0.8919447665179258,-0.6694339508735242,-0.5674499273300171,-0.59876948595047,-0.4589284360408783,-0.8097424751718071,-0.6190550563381384,-0.12749633193016052,-0.46673949143584476,0.4795789442064137,0.9696969985961914
0.08370630068472908,-0.07046531140804291,-0.8787125632749606,-0.7299016442071877,-0.6086929711269472,1.840141448184323,2.2877795234001432,-0.6014229124703436,-0.516651271747373,-0.14181222021579742,-0.6279995418260672,-0.5538468731791125,0.7677100720415151
-0.3478819727897644,-0.4384825825691223,1.0263827536873154,1.2792361334285893,0.7147887452999738,-0.3567698299884796,-0.3054405450820923,-0.1992811593032174,-0.45893705806066254,-0.14417511765263888,-0.6265295846888865,-0.04559572682328511,0.8585858345031738
0.3285263061881395,0.3660108998250091,-0.05920048074879195,0.46597151624971567,0.08493786414542501,-0.3567698299884796,-0.33571299587222303,0.8673475351326714,-0.08160990954532055,-0.14022156596183777,-0.4559044444425151,-0.8108533361908764,0.868686854839325
0.11996186580244005,0.7959577761377171,-0.6941846357691872,-0.5895075672414558,0.019541662952618014,-0.6794360876083374,-0.4973004162311554,-0.783348071059709,-0.24136728370099145,-0.14022156596183777,-0.4190776579013476,0.940431768292259,0.9090909361839294
