fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,target
-0.6179829239845276,-0.5597122311592102,0.010043300688266754,0.08579365999264259,-0.4801901578903198,2.3871305054088396,1.6464613658735237,-0.19333393487629857,-0.6524105072021484,0.04406575486063957,-0.631800651550293,0.5
-0.4046340655255709,-0.1566084682103997,0.4177553057670593,-0.6029454875151993,-0.6700910329818726,-0.5634239912033081,0.16195699468342067,-1.4350427538033088,-1.213549017906189,0.17763182520866394,1.0767634106774868,0.3333333432674408
-0.6937604546546936,-0.3814045190811157,-0.12586070597171783,1.7452442130520636,-0.39880406856536865,-0.28704179637816163,-0.19466381918512374,0.16467094174886046,-0.2159694880247116,0.11669799928227205,0.4089617181504718,0.5
-0.6937604546546936,-1.3119190502105893,0.010043300688266754,-0.8109833002090454,-0.2902892827987671,0.7846868634223938,0.29411257024635895,-0.41791785480624694,2.536994704035489,1.564228006448413,0.12603662728034426,0.6666666865348816
-0.2390953153371811,-0.7380198836326599,0.5047208083410087,-0.4998875558376312,-0.7502914850963334,0.6741177213246347,0.02770648959907674,-0.7972672225164451,-0.2159694880247116,-0.49019855260849,0.12714727222919464,0.5
0.8217899799346924,-0.024789171293377876,0.28185129165649414,-0.8776466846466064,-0.267279924584539,0.41140442851823655,0.9639286777609174,0.0891059748706076,-0.07892760129255574,-1.3703426935072596,-1.137765884399414,0.3333333432674408
0.4959395299915847,-0.5002763271331787,-0.0004989604439975884,-0.6776565313339233,-0.3861490844850588,0.6723442673683167,0.711218045935393,0.1824961173519022,0.2980425749407566,-0.6905476450920105,-0.46314552426338196,0.3333333432674408
-0.3148728311061859,-0.8568916916847229,0.8934193253517151,0.9407057149584117,-0.5344475507736206,-0.22639626264572144,-0.24901491898317826,-0.159427957660082,-0.2608531771328363,0.7118961215019226,0.21147480607032776,0.6666666865348816
-0.924359198245028,-0.08422506600618362,-0.3297167122364044,0.7265369730730251,-0.10038841515779495,0.2791453003883362,1.2309078441338508,0.6609466859133465,0.8439587354660034,-0.7399031692617037,-1.137765884399414,0.3333333432674408
-1.148425579071045,-0.4408404231071472,-0.19381269812583923,-0.5665509104728699,-0.9787679665322978,0.17822870816335046,-0.0889362373183678,-1.7665211202395965,1.6665175370660517,-0.22306638956069946,1.9267800707880345,0.6666666865348816
-0.2390953153371811,-0.7886139594575167,0.4177553057670593,-0.6332142949104309,-0.3174179792404175,2.141712826383183,1.8590795131324156,-0.8993292617744951,-0.46536436676979065,-0.6905476450920105,0.4644574522972107,0.5
0.6705327250639193,-0.8568916916847229,0.5536593198776245,-0.8554255366325378,-0.1832562717448567,-0.11405368894338608,0.1901084226927907,-0.08560482107178663,-0.5342313749571835,-0.49019855260849,-0.5424621729760017,0.3406949452723765
-0.5422053933143616,1.6331631875535078,-1.993673268446886,0.6224159873160373,-0.6078237308582901,0.5410656207846545,-0.1653528499014562,-0.9214408621339975,-1.0096823549089957,-1.3583780527114868,1.36646235872449,0.6666666865348816
0.4429023563861847,-0.20309685170650482,0.010043300688266754,0.23016271404392907,-0.2631605863571167,1.1217145919799805,1.0408858138505752,0.0799132238411728,-0.4030156433582306,-1.2495181713275458,-0.5474730730056763,0.3333333432674408
